DEELGEMEENTE;STRAAT;NUMMER;TYPE;LIGGING;MI_STYLE;MI_PRINX;latWGS84;loWGS84;Aangemaakt op
Centrum;STALIJZERSTRAAT;BR185;L;aan petanqueplein;Symbol (35, 0, 12);691;51.2063153971659;3.23014859128775;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;244;51.1922928920878;3.18203310927355;30/10/2017
Centrum;PREDIKHERENREI;BR120;L;aan kant van de bootjes (r.o. nr32);Symbol (35, 0, 12);641;51.2062971403882;3.23560776285403;30/10/2017
Centrum;STATIONSPLEIN;BR307;L;aan hoofdingang station;Symbol (35, 0, 12);816;51.1976234233462;3.21823706902775;30/10/2017
Centrum;NOORDZANDSTRAAT;BR250;L;op 1e binnenplein van Zilverpand;Symbol (35, 0, 12);1040;51.2067167215284;3.21976175946243;30/10/2017
Assebroek;GENERAAL LEMANLAAN;AS100;F;thv nr 56;;81;51.2021734924599;3.23701203122642;30/10/2017
Sint-Andries;KAMPERFOELIESTRAAT;SA154;F;op speelplein;Symbol (35, 0, 12);1206;51.1849576308122;3.17528072261875;30/10/2017
Sint-Kruis;BOOGSCHUTTERSLAAN;SK016;F;domein Gulden Kamer, aan skate-ramp;;1582;51.2170043570649;3.24743664850269;30/10/2017
Christus-Koning;GRAAF VISARTPARK;CK003;L;aan brug over afleidingsvaart;Symbol (35, 0, 12);975;51.2113187239182;3.21300277703252;30/10/2017
Centrum;KONING ALBERTPARK;BR188;L;aan bank achter standbeeld Albert I;Symbol (35, 0, 12);694;51.2010112808837;3.21924370493065;30/10/2017
brugge-centrum;LANGEREI;BR495;L;aan bushalte r.o. nr. 49;;1931;51.2171044296548;3.22840290554352;30/10/2017
Sint-Kruis;BOOGSCHUTTERSLAAN;SK058;FL;op parking Gulden Kamer;;337;51.2164166188707;3.2474479510564;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;224;51.1943927180364;3.18110550713859;30/10/2017
Sint-Andries;ZEEWEG;SAXXX;M;B-T-CH parking Zeeweg;Symbol (35, 0, 12);1408;51.1677877154696;3.17127346543028;30/10/2017
Sint-Michiels;SINT-GODELIEVELAAN;SM030;FL;aan bushalte thv nr 15;Symbol (35, 0, 12);375;51.177615932308;3.21993209509574;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;252;51.191975448193;3.17985021908483;30/10/2017
Lissewege;LISSEWEEGS VAARTJE;MA006;MA;fietspad LissewegeZwankendamme aan splitsing naar Lisseweegs Vaartje 264;;1884;51.3038994046991;3.19514329903015;30/10/2017
Sint-Kruis;WARRENPLEIN;SK026;FL;naast kerkhof aan bank;Symbol (35, 0, 12);1314;51.2168853231377;3.25203676894546;30/10/2017
Centrum;MAAGDENSTRAAT;BR229;L;thv nr 32;Symbol (35, 0, 12);731;51.2039712481049;3.21427311465691;30/10/2017
Sint-Pieters;TER POELE;SP055;F;aan bank kant Vaartstraat;Symbol (35, 0, 12);456;51.2279577266397;3.21338412992312;30/10/2017
Sint-Kruis;VELTEMWEG;SK107;F;op de hoelk met pad Boomkwekersstraat;Symbol (35, 0, 12);1429;51.2071553899994;3.26397493452328;30/10/2017
Sint-Kruis;BABBAERTSTRAAT;SK088;F;aan peuterspeeltuin;Symbol (35, 0, 12);1192;51.2156609630942;3.27291069553403;30/10/2017
Assebroek;BARON RUZETTELAAN;AS074;F;aan bushalte op middenberm r.o. nr 297;;60;51.1892434047123;3.2331873003726;30/10/2017
Sint-Kruis;MAALSE STEENWEG;SK007;F;aan bushalte r.o. McDonalds;;302;51.2093074012039;3.25459065448178;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1336;51.1930907992196;3.17932570011473;30/10/2017
Sint-Pieters;PALINGSTRAAT;SP095;F;Zitplaats 5, aan de splitsing van de spoorwegbedding;Symbol (35, 0, 12);1530;51.2333442637623;3.20524701195176;30/10/2017
Sint-Pieters;BLANKENBERGSE DIJK;SP100;F;aan banken van laatste parkeerhaventje Sint-Pietersplas;;1596;51.2339478825595;3.19783663465831;30/10/2017
Sint-Michiels;KONINGIN ASTRIDLAAN;SM130;F;langs fietspad in park Bloemenoord t.h.v. achtertuin landhuis;;1716;51.1873560621085;3.20644195039911;30/10/2017
Assebroek;;AS024;F;aan bushalte thv parochiaal centrum;;15;51.192938397803;3.24940801486637;30/10/2017
Dudzele;SINT-LENARDSSTRAAT;DU002;F;plein op hoek A. Vynckestraat (tegen hekwerk);Symbol (35, 0, 12);1051;51.2748239442663;3.22875726393979;30/10/2017
Centrum;MINNEWATERPARK;BR139;L;op splitsing;Symbol (35, 0, 12);655;51.1996318634283;3.22553984899772;30/10/2017
Zeebrugge;ZUSTERSSTRAAT;ZB093;F;r.o. nr 16;Symbol (35, 0, 12);636;51.3299386921937;3.20828695599646;30/10/2017
Christus-Koning;KOLENKAAI;CK037;ZD;r.o. Zwaluwenstraat;Symbol (35, 0, 12);892;51.2194434193966;3.21359498892509;30/10/2017
Zeebrugge;VISMIJNSTRAAT;ZB152;ZD;thv nr 109;Symbol (35, 0, 12);601;51.3332963779815;3.20610551529614;30/10/2017
Sint-Andries;FRANS GEVAERTSTRAAT;SA104;F;op speelplein aan picknicktafel;Symbol (35, 0, 12);1208;51.20759715628;3.19951317168106;30/10/2017
Brugge;VLAMINGSTRAAT;BR341;L;rechts naast bushalte op hoek met Academiestraat;;1839;51.2109567169135;3.22421875761035;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1384;51.1942060773108;3.18109919144237;30/10/2017
Centrum;ZONNEKEMEERS;BR029;F;Oud Sint-Jan, parkje achterkant Technische Dienst;Symbol (35, 0, 12);509;51.2031095532631;3.22194610804682;30/10/2017
Zeebrugge;KUSTLAAN;ZB098;F;middenin tss Kielbank- en Zeegeulstraat (richting Blankenberge);Symbol (35, 0, 12);1173;51.3290418506494;3.20015229158805;30/10/2017
Sint-Michiels;7101;SM058;ZD;achterzijde station onderaan rechtse toegangshelling naar platform;;1560;51.1960672337233;3.21658271814297;30/10/2017
Assebroek;ZOMERSTRAAT;AS115;F;Domein Gemeneweidebeek, op einde van de Zomerstraat;Symbol (35, 0, 12);1524;51.200087806596;3.25830612987344;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;245;51.1925306629603;3.18182235175624;30/10/2017
Sint-Michiels;KONINGIN ASTRIDLAAN;SM053;F;aan vijver in park Bloemenoord aan achterzijde tennisterreinen;Symbol (35, 0, 12);1290;51.1877647306304;3.20707081510455;30/10/2017
Sint-Michiels;TEN BRIELE;SM107;F;op hoek met Vaartdijkstraat;Symbol (35, 0, 12);407;51.1868666068451;3.23234523092288;30/10/2017
Centrum;GROENEREI;BR375;L;r.o. nr 2 thv bank;Symbol (35, 0, 12);844;51.208869970879;3.22959551877965;30/10/2017
Sint-Kruis;WARRENPLEIN;SKXXX;;begraafplaats;Symbol (35, 0, 12);1316;51.2159818844144;3.25012281741764;30/10/2017
Centrum;GUIDO GEZELLELAAN;BR215;L;thv Schouwvegersstraat;Symbol (35, 0, 12);718;51.2079450436992;3.21321363117015;30/10/2017
Sint-Andries;LEGEWEG;SA179;F;park Les Acacia, aan 2 banken nabij schommel;;1924;51.2044586275809;3.20394925134946;30/10/2017
Assebroek;KERKHOFSTRAAT;AS052;F;t.h.v. glasbol;;1537;51.188298870506;3.27870474095812;30/10/2017
Zwankendamme;LISSEWEEGSE STEENWEG;ZW001;F;aan bushalte thv kerk;Symbol (35, 0, 12);903;51.3099299937034;3.19700048546922;30/10/2017
Sint-Kruis;DOMEIN GULDEN KAMER;SK057;F;aan bank r.o. jeugdlokalen;;335;51.2173236365561;3.24765496038826;30/10/2017
Sint-Jozef;FORT LAPIN;SJ051;F;tussen 2 banken aan ligplaats schepen Handelskom (r.o. gistfabriek);Symbol (35, 0, 12);1463;51.2221163510707;3.2336530697191;30/10/2017
Assebroek;DRIES;AS141;ZD;Daverlopark - parking Dries : aan doorsteek naast politie;;1811;51.1930982335448;3.24851152316685;30/10/2017
Sint-Andries;DIKSMUIDSE HEERWEG;SA058;F;aan glascontainer ter hoogte van de expressweg;;144;51.1974106014573;3.19633583290573;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP047;FL;op plein naast Sint-Pieterskerk;Symbol (35, 0, 12);449;51.2299432756065;3.20550534845082;30/10/2017
Centrum;KRUISVEST;BR323;L;nabij kruispoort;Symbol (35, 0, 12);825;51.2128402431726;3.23987512608577;30/10/2017
Sint-Pieters;MOLENGELEED;SP043;FL;op einde straat;Symbol (35, 0, 12);447;51.2262650388013;3.19739527681119;30/10/2017
Sint-Andries;5070;SA145;F;Edg. de Smedtplantsoen tussen achterkant Magdalenazaal en betontribune;;1556;51.2015202265358;3.2083387708981;30/10/2017
Sint-Andries;OORLOGSVRIJWILLIGERSLAAN;SA135;F;aan bank langs wegel naast hanghoek;Symbol (35, 0, 12);1323;51.1848384115081;3.17609880065778;30/10/2017
Sint-Pieters;SINT-PIETERSGROENESTRAAT;SP002;F;aan banken op hoek met Blankenbergse Steenweg;;1623;51.2291749414628;3.20634482913679;30/10/2017
Centrum;ZONNEKEMEERS;BR454;L;aan brug over rei;Symbol (35, 0, 12);1431;51.2026928939538;3.22331585319982;30/10/2017
Sint-Andries;WILGENROOSSTRAAT;SA106;F;aan 2e paar banken in parkje t.h.v. Heideroosstraat;Symbol (35, 0, 12);1515;51.182528133853;3.17488738927627;30/10/2017
Centrum;STEENSTRAAT;BR405;L;thv nr 27;Symbol (35, 0, 12);857;51.2076237859693;3.22331289084559;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;229;51.1932793134381;3.18355723708774;30/10/2017
Centrum;KRUISVEST;BR324;L;thv Stijn Streuvelstraat;Symbol (35, 0, 12);826;51.2140157672812;3.23895181531203;30/10/2017
Sint-Andries;NIEUWE SINT-ANNADREEF;SA078;F;aan bushalte r.o. nr 10;;155;51.1933720320864;3.17182514886764;30/10/2017
Zeebrugge;SINT-DONAASSTRAAT;ZB086;F;aan rotsblokken op speelplein;Symbol (35, 0, 12);1395;51.3347561366853;3.21092870807686;30/10/2017
Sint-Michiels;KERKEBEEKPAD;SM095;F;tussen Stokveldelaan en Rietlaan;Symbol (35, 0, 12);1281;51.172578511411;3.2144795432042;30/10/2017
Sint-Kruis;FOERIERSTRAAT;SK036;F;aan speelplein;Symbol (35, 0, 12);1197;51.2211962986528;3.28115307572419;30/10/2017
Zeebrugge;VISMIJNSTRAAT;ZB146;ZD;thv nr 31;Symbol (35, 0, 12);595;51.3326058477546;3.20340169919596;30/10/2017
Centrum;MAAGDENSTRAAT;BR230;L;thv nr 40;Symbol (35, 0, 12);732;51.2038378794421;3.21438156167439;30/10/2017
Sint-Michiels;PARKLAAN;SM084;F;op speelplein op hoek met Sint-Arnolduslaan;Symbol (35, 0, 12);1287;51.1837190433599;3.22165716954161;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM032;F;aan bushalte op hoek met Kortebrugge;Symbol (35, 0, 12);377;51.1747929503527;3.21008140442537;30/10/2017
Koolkerke;ARENDSTRAAT;KO001;F;gemeenteplein, aan openbare bibliotheek;Symbol (35, 0, 12);1137;51.2415193578146;3.24781726656967;30/10/2017
Sint-Kruis;RYCKEVELDE;SK013;F;naast hertenweide aan banken;Symbol (35, 0, 12);1123;51.1968118982519;3.29649112188915;30/10/2017
Sint-Kruis;INVALIDENSTRAAT;SK094;F;aan begin van doorsteek naar Welvaartstraat;;360;51.2079161045504;3.25034383628311;30/10/2017
Assebroek;MATMEERS;AS047;F;op pleintje;;36;51.2036698990187;3.24702002493962;30/10/2017
Centrum;MINNEWATERPARK;BR272;L;juist voorbij het kleine stenen brugje;Symbol (35, 0, 12);652;51.199794867056;3.22609843847629;30/10/2017
Sint-Andries;KOUDE KEUKEN;SA014;F;aan inrijboog van kasteel;Symbol (35, 0, 12);1227;51.2027957549109;3.18065370127147;30/10/2017
Sint-Kruis;;SK053;F;Gulden Kamer, tussen minipitch en Warrenplein;Symbol (35, 0, 12);1313;51.2179435865297;3.24988953181931;30/10/2017
Sint-Jozef;3316;SJ004;F;aan bank naast trapveld;;1557;51.2302254198184;3.23445865688452;30/10/2017
Sint-Pieters;SINT-PIETERSMOLENSTRAAT;SP113;F;aan 3 zitbanken rond Sint-Pietersplas kant Oostendse Steenweg;;1710;51.2301739261914;3.19186423072877;30/10/2017
Koolkerke;;KO024;F;aan bushalte thv nr 38;;98;51.2351520205471;3.24761957908726;30/10/2017
Sint-Andries;KOUDE KEUKEN;SA146;F;aan uitgang mini-pitch kant Zandstraat;;1538;51.2011567231865;3.18117136519596;30/10/2017
Sint-Pieters;STEENKAAI;SP030;A;r.o. nr 5 (aan banken);Symbol (35, 0, 12);439;51.2188141400687;3.20743806957769;30/10/2017
Centrum;HENDRIK CONSCIENCELAAN;BR201;L;thv Klokstraat;Symbol (35, 0, 12);705;51.2029134552836;3.21382335859793;30/10/2017
Centrum;SMEDENSTRAAT;BR219;L;op hoek met 't Zand (kant onpare nrs);Symbol (35, 0, 12);722;51.2056867337947;3.21633186765575;30/10/2017
Zeebrugge;VISSERSSTRAAT;ZB067;ZD;tegenaan hoek met Vismijnstraat (thv nr 120);Symbol (35, 0, 12);1186;51.3330372898587;3.20627292321475;30/10/2017
Centrum;SINT-OBRECHTSSTRAAT;BR242;F;op pleintje;Symbol (35, 0, 12);744;51.203098126671;3.22017182048449;30/10/2017
Sint-Andries;ZANDSTRAAT;SA140;F;aan bushalte thv Sint-Hubertuslaan;Symbol (35, 0, 12);1434;51.2009353390112;3.18604300950561;30/10/2017
Centrum;LANGEREI;BR055;L;r.o. nr26;Symbol (35, 0, 12);531;51.2156467000963;3.22861081348527;30/10/2017
Centrum;POTTERIEREI;BR073;F;r.o. nr74;Symbol (35, 0, 12);547;51.2189438654897;3.23008027704501;30/10/2017
Sint-Michiels;KONINGIN ASTRIDLAAN;SM038;F+;aan ponton van vijvertje in park Bloemenoord (achter Bosrand) - groep banke;Symbol (35, 0, 12);1512;51.1880607863748;3.2086604163052;30/10/2017
Sint-Andries;KOUDE KEUKEN;SA015;F;tussen vijver en voetbalveld;Symbol (35, 0, 12);1222;51.2043567393891;3.18146069256242;30/10/2017
Centrum;OOSTMEERS;BR369;F;op buurtparking aan pomp;Symbol (35, 0, 12);1107;51.2016824802969;3.22129497900483;30/10/2017
Sint-Jozef;RONSAARDBEKESTRAAT;SJ010;FL;bushalte aan ingang kerk;;282;51.2253174575281;3.23224454254725;30/10/2017
Zeebrugge;PAARDENMARKTSTRAAT;ZB080;ZD;;Symbol (35, 0, 12);623;51.3326635173443;3.19784527231826;30/10/2017
Centrum;ARTOISTRAAT;BR132;F;tegen de kaaimuur in de eerste haakse bocht, komend van de Noordzandstraat;Symbol (35, 0, 12);1533;51.2066723673805;3.21758413489634;30/10/2017
Christus-Koning;BEVRIJDINGSLAAN;CK040;F;aan bushalte thv nr 3;Symbol (35, 0, 12);895;51.2105897842058;3.211459992423;30/10/2017
Centrum;BEGIJNENVEST;BR388;F;in parkje aan poertoren aan minnewaterbrug, op einde;Symbol (35, 0, 12);963;51.1984261507532;3.22357180899639;30/10/2017
Sint-Andries;SPORTPARK WATERTOREN;SA084;F;op rood fietspad richting Kloosterveld;Symbol (35, 0, 12);1320;51.194942017952;3.18862757306129;30/10/2017
Sint-Andries;KASTEELHOEVESTRAAT;SA150;F;op speelplein aan pick-nick-tafel;;1640;51.2084854554212;3.19529024588148;30/10/2017
Centrum;SMEDENSTRAAT;BR217;L;thv nr65 (hoek Maagdenstraat);Symbol (35, 0, 12);720;51.204883045972;3.21353848786421;30/10/2017
Centrum;335;BR408;L;op 2e hoek met St-Salvatorskekhof;Symbol (35, 0, 12);782;51.2059466504753;3.22151986042013;30/10/2017
Zeebrugge;SINT-GEORGES-DAY-WANDELING;ZB011;ZD;;Symbol (35, 0, 12);946;51.333363898546;3.18053345905157;30/10/2017
Assebroek;JOSEPH DE SMETSTRAAT;AS122;F;t.h.v. nr. 1;;1617;51.1998139879583;3.24613170729434;30/10/2017
Sint-Kruis;BOOGSCHUTTERSLAAN;SK050;F;aan bushalte t.h.v. school Mariawende;;1780;51.2146973112834;3.24910736437699;30/10/2017
Zeebrugge;ZEEDIJK;ZB026;ZD;"thv appartement 'Thalassa""";Symbol (35, 0, 12);925;51.3292179981357;3.17963863089335;30/10/2017
Zeebrugge;PAARDENMARKTSTRAAT;ZD079;ZD;;Symbol (35, 0, 12);622;51.3323119874092;3.19792070858025;30/10/2017
Sint-Michiels;SPOORWEGSTRAAT;SM071;F;aan schoolingang;Symbol (35, 0, 12);1158;51.1923836606463;3.21960923030149;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA142;F;aan bank tegenaan Stationslaan;Symbol (35, 0, 12);1424;51.2018090357207;3.21121288540741;30/10/2017
Sint-Michiels;SINT-ARNOLDUSLAAN;SM090;F;aan bushalte r.o. nr22;Symbol (35, 0, 12);398;51.1830018288479;3.22131154713743;30/10/2017
Sint-Michiels;STOKVELDEWIJK;SM078;M;aan bushalte thv nr 25A (appartement De Eglantier);Symbol (35, 0, 12);389;51.1738138154916;3.21163028145059;30/10/2017
Sint-Kruis;VELTEMWEG;SK067;F;op toegangsweg tot Interbad;Symbol (35, 0, 12);1044;51.2076931359147;3.25742412054883;30/10/2017
Brugge;HENDRIK CONSCIENCELAAN;BR476;L;wandelpad op vesting ter hoogte van Fonteinstraat;;1686;51.2022478311171;3.21370586856845;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;220;51.1931152675944;3.18187572337923;30/10/2017
Sint-Andries;TER LINDEHOF;SA056;F;in straatdeel dichtst bij Legeweg op pleintje aan banken;Symbol (35, 0, 12);1508;51.2049209722971;3.20287862722229;30/10/2017
Assebroek;BUITEN KATELIJNEVEST;AS003;F;aan bushalte thv Katelijnebrug;;3;51.1989539099996;3.23010130039094;30/10/2017
Centrum;HENDRIK CONSCIENCELAAN;BR204;L;aan banken r.o. nr 4;Symbol (35, 0, 12);707;51.2010009250786;3.2147302611165;30/10/2017
Zeebrugge;KUSTLAAN;ZB103;F;r.o. Azorenstraat aan bushalte;Symbol (35, 0, 12);633;51.3285013042049;3.19493506044594;30/10/2017
Sint-Pieters;543;SP092;F;oude spoorwegbedding, aan speeltoestellen r.o. nr. 69;Symbol (35, 0, 12);1527;51.224313348893;3.21387855808911;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;226;51.193783350042;3.18170197046174;30/10/2017
Kruisabele;DUDZEELSE STEENWEG;KR001;F;op hoek met Kruisabelestraat;;100;51.248951158235;3.23035559666385;30/10/2017
Sint-Michiels;KONINGIN ASTRIDLAAN;SM081;F;r.o. nr 170;Symbol (35, 0, 12);391;51.1882679218891;3.19875253011608;30/10/2017
Sint-Kruis;TER LO;SK096;F;aan bushalte r.o. nr 3;Symbol (35, 0, 12);1310;51.2065012374429;3.26776669367317;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1340;51.1936896885284;3.1793012162402;30/10/2017
Sint-Pieters;571;SP099;F;aan bushalte nabij Oostendse Steenweg (overkant garage);;1578;51.2234052235472;3.19950324935743;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;204;51.1940191332206;3.18048610023735;30/10/2017
Centrum;HENDRIK CONSCIENCELAAN;BR321;L;benedenwandelpad thv nr 1;Symbol (35, 0, 12);824;51.2006069449579;3.21520852389197;30/10/2017
Sint-Michiels;SPOORWEGSTRAAT;MA002;F-MA;aan tijdelijke bushalte achterkant station;;1853;51.1957052759273;3.21648744001548;30/10/2017
Koolkerke;DORPSMOLENSTRAAT;KO019;F;aan bushalte r.o. nr 4;;94;51.2391457775398;3.24888781820139;30/10/2017
Sint-Pieters;JEZUÏETENGOED;SP063;F;aan speelplein;Symbol (35, 0, 12);1184;51.2348767269886;3.21310012046538;30/10/2017
Sint-Pieters;STEENKAAI;SP101;F;aan 1e bank vanaf Scheepsdalebrug;;1620;51.2190671404332;3.20849077980672;30/10/2017
Centrum;GUIDO GEZELLEPLEIN;BR093;L;aan overkant van de straat;Symbol (35, 0, 12);562;51.2051271033843;3.22433712694223;30/10/2017
Sint-Pieters;PALINGSTRAAT;SP094;F;zitplaats 4, aan het ene uiteinde van de zitplaats;Symbol (35, 0, 12);1529;51.2303753644399;3.2065503429775;30/10/2017
Assebroek;GASTON ROELANDTSPLEIN;AS094;F;aan standbeeld der gesneuvelden;;76;51.2009491613869;3.24692309332552;30/10/2017
Sint-Andries;ZANDSTRAAT;SA160;F;Koude Keuken, aan toegang beachvolleyveld;;1717;51.2008274964293;3.18107685122014;30/10/2017
Sint-Michiels;DORPSSTRAAT;SM080;FL;aan bushalte thv nr 47;Symbol (35, 0, 12);390;51.187401995753;3.21618575225702;30/10/2017
Sint-Kruis;MOERKERKSE STEENWEG;SK020;FL;aan bushalte thv hoek met Prins Albertstraat;;306;51.2128078125016;3.24340362859767;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA138;F;aan bushalte r.o. Grote Moerstraat;;190;51.1941391340679;3.16804673081267;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP122;F;ventweg : aan bushalte t.h.v.nr. 350 (bandencentrale);;1914;51.2427860256933;3.19841325608702;30/10/2017
Brugge;7;BR466;L;t.h.v. nr. 11;;1547;51.2131272780132;3.22410130422759;30/10/2017
Sint-Michiels;KONINGIN ASTRIDLAAN;SM075;F;park Bloemenoord naast bank aan speelpleintje;;1601;51.1877054164488;3.2075851026162;30/10/2017
Brugge;STATIONSPLEIN;BR482;L;aan trap naar promenade;;1740;51.1975466224135;3.21889992647829;30/10/2017
Sint-Jozef;LEON DE FOERESTRAAT;SJ002;F;groenpleintje, aan speeltuigen;;276;51.2279984707434;3.23944921341398;30/10/2017
Sint-Pieters;OOSTENDSE STEENWEG;SP050;F;aan bushalte r.o. nr 158;Symbol (35, 0, 12);452;51.2264672037214;3.19359195545838;30/10/2017
Sint-Kruis;MONTPELLIER;SK042;F;op pleintje (ingang r.o. nr 32);Symbol (35, 0, 12);1193;51.2170123637422;3.28222855608672;30/10/2017
Assebroek;EGIED STRUBBESTRAAT;AS067;F;"op pleintje ""De Kaproenen"" (r.o. G. Roelandtsplein)";;54;51.2002332280757;3.24621539693058;30/10/2017
Assebroek;COLLEGESTRAAT;AS038;F;aan bushalte OLV-college;;27;51.2037090428499;3.24980639627064;30/10/2017
Centrum;SINT-GILLISKERKHOF;BR051;F;naast sacrestie van Sint-Gilliskerk;Symbol (35, 0, 12);527;51.2149533490187;3.22689148579351;30/10/2017
Sint-Kruis;RAADSHERENLAAN;SK041;F;"aan school ""Mariawende""";;323;51.2156429757321;3.27748337956379;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;274;51.1946693499331;3.17934264987806;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM043;F;thv nr 106;Symbol (35, 0, 12);383;51.1877380135974;3.21096245064368;30/10/2017
Christus-Koning;GULDEN-VLIESLAAN;CK016;L;r.o. nr 51;Symbol (35, 0, 12);882;51.2134174769958;3.21479033402589;30/10/2017
Centrum;KAZERNEVEST;BR263;L;aan bushalte thv gerechtsgebouw;Symbol (35, 0, 12);763;51.2110665424071;3.24041248811525;30/10/2017
Sint-Kruis;;SK132;F;domein Gulden Kamer, aan dugouts van voetbalterrein naast Zuidervaartje;;1848;51.2213303750621;3.2460134128958;30/10/2017
Centrum;BURG;BR031;L;op scheiding plein/park naast provinciehuis;Symbol (35, 0, 12);511;51.2087314623786;3.22664892906103;30/10/2017
Zeebrugge;REDERSKAAI;ZB073;ZD;r.o. nr 16;Symbol (35, 0, 12);616;51.3338799913804;3.20287588033025;30/10/2017
Sint-Pieters;OOSTENDSE STEENWEG;SP048;F;aan bushalte thv nr 15;Symbol (35, 0, 12);450;51.2207439676965;3.20723686342053;30/10/2017
Centrum;SINCFALPARK;BR186;F;aan speelplein;Symbol (35, 0, 12);692;51.2196833399989;3.22504849751282;30/10/2017
Sint-Kruis;BOOGSCHUTTERSLAAN;SK059;FL;op parking Gulden Kamer aan glascontainer;;336;51.2164315158926;3.24657482238172;30/10/2017
Sint-Kruis;GERALAAN;SK062;F;aan 3e doorgang tussen 2 parkings;;340;51.2197070230014;3.24776911961154;30/10/2017
Centrum;BUITEN BOEVERIEVEST;BR149;L;aan banken tussen Smedenpoort en brugje;Symbol (35, 0, 12);663;51.2039524485779;3.21246761473403;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1391;51.1940621671162;3.17980998012516;30/10/2017
Centrum;HOOGSTRAAT;BR045;L;thv hoek met Kelkstraat;Symbol (35, 0, 12);521;51.209413640219;3.22853064637;30/10/2017
Sint-Andries;;SA061;F;sportpark watertoren, aan ingang hockeyclub;Symbol (35, 0, 12);1321;51.1941621378198;3.18735372845008;30/10/2017
Sint-Andries;MAGDALENASTRAAT;SA169;F;aan bushalte t.h.v. nr. 5;;1769;51.2004240164104;3.20505546818051;30/10/2017
Sint-Andries;EDGARD DE SMEDTPLANTSOEN;SA096;F;aan banken in midden van plein;;164;51.201752218722;3.20813562897883;30/10/2017
Zeebrugge;TIJDOKSTRAAT;ZB082;ZD;op kaai (r.o. nr 30);Symbol (35, 0, 12);591;51.3314325795133;3.20216584108312;30/10/2017
Sint-Pieters;543;SP093;F;oude spoorwegbedding, aan speeltoestellen r.o. nr. 79;Symbol (35, 0, 12);1528;51.2244681862973;3.21366242517812;30/10/2017
Zeebrugge;REDERSKAAI;ZB054;ZD;r.o. nr 41;Symbol (35, 0, 12);609;51.334832048563;3.20660546593424;30/10/2017
Sint-Michiels;VAARTDIJKSTRAAT;SM119;F;langs fietspad ter hoogte van zij-ingang Lappersfortbos;Symbol (35, 0, 12);1488;51.1835508855859;3.23304547932385;30/10/2017
Sint-Andries;LIEVEN BAUWENSSTRAAT;SA055;F;aan bushalte r.o. nr 12;;143;51.2133249014064;3.1971223324974;30/10/2017
